iterID,x1,x2,x3,x4,x5,x6,f1,f2,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Hypervolume_indicator
0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.8701778718652964,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.126679946931849,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.336435787344729,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.8701778718652964,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.126679946931849,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.455238941047278,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.126679946931849,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.83772233983162,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.8701778718652964,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.455238941047278,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.8701778718652964,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.83772233983162,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.126679946931849,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.455238941047278,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.455238941047278,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.126679946931849,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.8701778718652964,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.455238941047278,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.336435787344729,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.8701778718652964,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.8701778718652964,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.8701778718652964,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.126679946931849,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.336435787344729,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.8701778718652964,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.455238941047278,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.336435787344729,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.126679946931849,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.455238941047278,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.8701778718652964,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.455238941047278,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.126679946931849,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.455238941047278,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.455238941047278,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.8701778718652964,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.8701778718652964,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.8701778718652964,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.8701778718652964,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1,0.9170235481730631,0.0001131564332849378,0.000939193807168566,0.019618458518927472,0.0,0.0016848985085162423,0.9170235481730631,0.06354952050268481,0.7925529460425695,0.15707938018775672,2.5620758194622355e-25,0.10141901586108837,0.3428127836575838,-0.07148863374106411,9.079510947591107
1,0.9608720574304749,5.2837711545412024e-05,0.06346002162655326,0.0002543365510482773,0.0,0.006558433566841375,0.9608720574304749,0.08615106272166673,0.9358474846423842,0.09444641252747657,1.00096597922973e-88,0.11804063960469957,0.36194872631724057,-0.07643762106354099,9.079510947591107
1,0.9583379149838073,0.0005453214805642408,0.0,8.565062118199651e-05,0.00010171883080168652,0.0016486395821117311,0.9583379149838073,0.0232432104740624,0.928411846812775,0.09938046154097237,3.164766663784621e-79,0.041139957964553275,0.3309307823994317,-0.07565588274135207,9.079510947591107
1,0.9627876178770913,0.00010589019023509298,9.316874307392544e-05,0.0019170350092624355,0.0,0.00015690623912228936,0.9627876178770913,0.020868756440247195,0.9412645774601298,0.09060767765313876,3.3633597444377924e-97,0.03700073318235919,0.351675699369754,-0.08443764540643521,9.079510947591107
1,0.9608720574304749,5.2837711545412024e-05,0.0036244293466405862,0.0002543365510482773,0.0,0.006558433566841375,0.9608720574304749,0.02943004285640035,0.9358299410028703,0.09444804114339837,1.015247818286087e-88,0.04831914021490924,0.33266057035422797,-0.07525733541282806,9.079510947591107
1,0.9609230014112815,0.0,0.0,0.00012047667164001097,0.0,0.00012476595406965627,0.9609230014112815,0.01995829657789679,0.9359732874040197,0.09434747288010059,6.280878462715946e-89,0.036317510320036384,0.32786628437281723,-0.07517967978789877,9.079510947591107
1,0.9631692433168481,0.0,7.342294755140568e-06,0.01567581676075963,0.00016063175813480407,0.0033913258968628623,0.9631692433168481,0.03636610172969356,0.9423346295819838,0.08983053235852477,4.754221452040498e-99,0.05643720887627701,0.31958341270961554,-0.0689649132785508,9.079510947591107
1,0.9715034048116941,0.012654331881446546,0.000686576179487898,0.015549462616077314,0.0,0.0,0.9715034048116941,0.041050555062029474,0.9638156233475201,0.07193363570396058,1.6879856125137498e-159,0.05999593879919818,0.3362168725575337,-0.07491143102452001,9.079510947591107
1,0.9715034048116941,0.011685091063198427,0.000686576179487898,0.015549462616077314,0.0,0.0,0.9715034048116941,0.04014454719346884,0.963815289990469,0.07193362000090753,1.6881404749724604e-159,0.05887038845043868,0.3265098163628379,-0.07130259803560318,9.079510947591107
1,0.9801125670778056,0.9889202971181544,0.8924841422590132,0.04687759077990916,6.631334128615063e-05,0.996589181422062,0.9801125670778056,3.7869256779097906,0.981703927909457,0.05167721865207186,-7.20838205e-316,3.8132452416436173,0.34306005715296756,5.052393884333522e-08,9.079510947591107
2,0.8974938628790039,0.011755395007569978,0.0006850872396934524,0.019978675700555677,0.0,7.018956001791964e-06,0.8974938628790039,0.08375027398950664,0.8974428750055428,0.00195172338314794,0.0,0.08391494753423512,0.222914676208041,-0.02937130694778637,9.098289870221482
2,0.9305196477288166,0.000111763928629807,0.0011567350639899543,0.00950548011210715,0.0002744523898171435,0.00745080711232291,0.9305196477288166,0.05273518090073557,0.9305204907155191,0.00044017847733113366,0.0,0.05272518075696864,0.23714941489496047,-0.038146204332315026,9.098289870221482
2,0.9326829072240903,0.00027596753972342503,0.000663702128407844,0.008759364428244154,0.0,0.0,0.9326829072240903,0.043309438453188166,0.9326824422583526,0.0004359877460159511,0.0,0.043301024063702176,0.21817205797872855,-0.031946526873934004,9.098289870221482
2,0.9305196477288166,5.2837711545412024e-05,0.0036244293466405862,0.00950548011210715,0.0002744523898171435,0.00745080711232291,0.9305196477288166,0.05501586570912239,0.9305200441669164,0.00041842288906934603,0.0,0.055031594693905284,0.22048710392653,-0.031532366700142464,9.098289870221482
2,0.93391882670226,0.0002767638933058097,0.000663702128407844,0.015549462616077314,0.0,0.0,0.93391882670226,0.04904978694507877,0.9339174547345557,0.0004092050006456682,0.0,0.049059870443824316,0.20545258375605835,-0.02646921376259806,9.098289870221482
2,0.9412602079992669,0.008485415293298073,4.579691272115009e-05,0.015549462616077314,0.0,0.0033891739927266818,0.9412602079992669,0.05556369055252694,0.9412593551292203,0.00037126776286742694,0.0,0.05555610725326021,0.2180879088724396,-0.030565327085812992,9.098289870221482
2,0.9422351570089689,8.86983662718148e-06,6.724712426532209e-05,0.0021357250735964707,0.0,0.0015248562362428645,0.9422351570089689,0.03277909515056982,0.9422321694359769,0.0003416888049776343,0.0,0.032739129327013394,0.2327061657933506,-0.03878514293492345,9.098289870221482
2,0.9412602079992669,0.00012436427177412498,0.00021162081499355467,0.016116299909856795,0.0,1.079745344447847e-05,0.9412602079992669,0.04517781657677416,0.941256874642979,0.00036980732365644604,0.0,0.04518896136803274,0.20620657571682272,-0.027165027779789443,9.098289870221482
2,0.92718025512263,0.0,0.0006564555410125705,0.012529611447920898,0.00027615517179220973,0.0033913258968628623,0.92718025512263,0.05293802672368126,0.9271819947428255,0.00035639282497737686,0.0,0.052952713240701055,0.20682727846943774,-0.02658176966299742,9.098289870221482
2,0.989588779215475,0.0005444277684517702,0.00010096013267025633,0.0010360782741100777,4.298207382966634e-05,0.0,0.989588779215475,0.006780530479731569,0.9896500840414264,0.00034484667747061444,0.0,0.00680610207379484,0.21010812634581807,-0.033005614669362866,9.098289870221482
3,0.989221855732261,0.0023281984246208507,0.012704424188911902,0.00025190183808407535,4.583531326230936e-08,9.251252967461742e-05,0.989221855732261,0.01941178082609859,0.9892243869941989,0.00021542956325508212,0.0,0.01954070155377652,0.32383340420634077,-0.07648934260096171,9.098394180230754
3,0.9582506117271415,1.4762792335636966e-05,0.0002364009221769896,8.565062118199651e-05,0.00010171883080168652,0.0016486395821117311,0.9582506117271415,0.023017050464204797,0.9582505727908099,0.00022777793551217342,0.0,0.02301743032349135,0.2962486681894364,-0.0651129129823212,9.098394180230754
3,0.9583379149838073,0.0005453214805642408,0.0,8.565062118199651e-05,0.00010171883080168652,0.0016486395821117311,0.9583379149838073,0.0232432104740624,0.9583379853342092,0.00018658790425097368,0.0,0.023246118715601227,0.2996506325062976,-0.06642629729607145,9.098394180230754
3,0.9713628537203395,1.5252248159372089e-05,1.19645309223143e-05,0.0001886564493818639,0.0,0.0015023180958034154,0.9713628537203395,0.015992429962345234,0.971358447954568,0.00018098663083481207,0.0,0.01598286398717752,0.3003626426204165,-0.0676717363767763,9.098394180230754
3,0.9349289042794355,8.386005449416619e-05,0.0007298254976386346,0.008693165705553303,0.0,0.0016229543649490781,0.9349289042794355,0.04347902142066925,0.9349288362290031,0.0001569729054384682,0.0,0.043477467195240926,0.3307111710407925,-0.07596696736782883,9.098394180230754
3,0.9919073870733557,1.6190063291507674e-05,0.0006189210328341986,0.00016586434517767458,7.692691786208089e-10,0.0002622571891206235,0.9919073870733557,0.005015771476876966,0.9919100114868216,0.00016851558723350666,0.0,0.005019067980820857,0.3046948587853529,-0.0708701611203203,9.098394180230754
3,0.999690305347309,0.02825598978970162,6.0575244600159024e-06,0.0,0.000852240591485349,3.3054706320820326e-05,0.999690305347309,0.0267268125010431,0.9996982405323206,0.0001732989427501535,0.0,0.02687718389990046,0.2962751982137624,-0.06461758921436428,9.098394180230754
3,0.991479323783551,1.6190063291507674e-05,0.0006189210328341986,4.0729985958810604e-05,7.692691786208089e-10,0.0001776377421999569,0.991479323783551,0.00504115688299424,0.9914814885277417,0.0001721579697824486,0.0,0.005044650772561443,0.29309151936970984,-0.06624741563952068,9.098394180230754
3,0.9570878020349245,6.070848142972805e-08,0.0,0.0001204056545316973,9.785962407392389e-07,0.00012530141145195681,0.9570878020349245,0.021918269343442005,0.9570875775484997,0.0001570863445833701,0.0,0.02190675972069167,0.31818104228119287,-0.07393016793576104,9.098394180230754
3,1.0,0.00015916958852348474,1.2464748818442239e-06,0.00037484881685010774,0.0,5.153783220068994e-06,1.0,0.00048649502082806213,1.00000006011018,0.0001649405046517645,0.0,0.0004867550282652289,0.30170383104665854,-0.07029596956149764,9.098394180230754
4,0.8710500417747333,1.5506889235621624e-05,0.00011433044730452615,0.0004130694122925697,0.0,3.4858129606423816e-05,0.8710500417747333,0.06725418036242176,0.870951983809796,0.0007934366739700808,0.0,0.06704413636139339,0.23290262068987547,-0.03544515363696943,9.123427153285453
4,0.8728513035470468,9.072574933083906e-06,0.0008333098734505499,0.009052706669353152,2.599584293605571e-06,0.007336124427648356,0.8728513035470468,0.08237556384712431,0.872765050017102,0.0006786354160045089,0.0,0.08230365729402633,0.23727678293547277,-0.035518376429890954,9.123427153285453
4,0.9751993667691613,0.000274947123199641,0.0006197895402589174,0.015549462616077314,0.0,5.580147939081335e-06,0.9751993667691613,0.02757435766355257,0.9751985333326008,0.00023953998836349222,0.0,0.02760702988173458,0.2291441479043214,-0.03824986905589179,9.123427153285453
4,0.9816053584333604,8.617097127199572e-05,0.00010331075200896686,0.0324030153680818,0.0,1.198468693202389e-05,0.9816053584333604,0.03926966454484209,0.9816056703098675,0.00018383403753546778,0.0,0.03922608108184056,0.25507271768343315,-0.04704440131778325,9.123427153285453
4,0.990972571352816,5.845365509729561e-07,0.0006564555410125705,0.012529611447920898,7.209888188283383e-07,0.0033913258968628623,0.990972571352816,0.019621465764788515,0.9909748933909622,0.0001714349377842431,0.0,0.019601677035450127,0.22660173711990453,-0.03815016667618592,9.123427153285453
4,0.9353259039497067,8.511137850169728e-05,9.755538004000813e-05,0.007597394079614605,0.0,0.0016229543649490781,0.9353259039497067,0.041652801583361494,0.9353260936527286,0.00016865183866323334,0.0,0.041644936416518785,0.2300948560402847,-0.03707330529808527,9.123427153285453
4,0.989588779215475,0.0005444277684517702,0.00010096013267025633,0.0010360782741100777,4.298207382966634e-05,0.0,0.989588779215475,0.006780530479731569,0.9895880061194797,0.0001752463059160959,0.0,0.0067899481577757825,0.21932793476208648,-0.036724065378055726,9.123427153285453
4,0.9820621476176428,8.623733883918899e-05,4.7058906296091284e-07,0.0009197262993720845,0.0002917607900843786,0.0014137098350643295,0.9820621476176428,0.01147516038089849,0.982059428217197,0.00015123176375774096,0.0,0.011487431538635295,0.24908981522367765,-0.047975383438382,9.123427153285453
4,0.93391882670226,0.0001577801524179196,0.000663702128407844,0.012587571739486736,0.0,0.00760637240568606,0.93391882670226,0.05332439479197083,0.9339191600347461,0.00016017263913844078,0.0,0.0532893645050474,0.23329719408016034,-0.037049295258100336,9.123427153285453
4,0.9820621476176428,8.623733883918899e-05,6.040112804200264e-05,0.0009197262993720845,0.0002917607900843786,0.0014002586519398614,0.9820621476176428,0.011517470352317538,0.9820594317293682,0.00016802493578543822,0.0,0.011530049339257165,0.2191335617152066,-0.036112553229658936,9.123427153285453
5,0.8011389402939688,0.007974462029948812,0.00041545455359226697,0.0015017157827404552,3.316953971867119e-11,0.0001776377421999569,0.8011389402939688,0.11498608546689922,0.8001363373696202,0.004064220658745353,0.0,0.11593458912260113,0.21808853210150123,-0.02541141590264115,9.185819418318564
5,0.8368665642139598,5.43194959890648e-05,0.00018785382778779036,0.00490623742274093,0.0002762607988806802,0.011335057078682554,0.8368665642139598,0.10166724446178638,0.8366572618473735,0.0010552527180996947,0.0,0.10192182757184343,0.21375232832810923,-0.025084270998433904,9.185819418318564
5,0.8427769489332327,7.818291249793988e-07,0.015079966860351826,0.031699615829256254,0.006960691409317862,0.004039120973051187,0.8427769489332327,0.13941663910569038,0.8426259532388882,0.0008422628662241679,0.0,0.1397185830945964,0.21256714744341149,-0.021476766002156103,9.185819418318564
5,0.8528693508440771,0.0,0.0006775847050845856,0.03932977961711806,9.050240928678892e-09,0.028801129702849294,0.8528693508440771,0.14482428208695589,0.852798155842198,0.0003661713897580929,0.0,0.14427703278846193,0.2202803640551252,-0.023776377277387815,9.185819418318564
5,0.9896301383094724,5.2784897280516545e-05,0.0012588012280297795,0.00011806015783152012,0.00017290526390597238,3.7134824892883574e-05,0.9896301383094724,0.006682913533083538,0.9896297142402064,0.0002290695269360941,0.0,0.0066827443596140235,0.20367794528916652,-0.030536646892701066,9.185819418318564
5,0.9921012969078522,0.002333211979474271,0.0005693228045096105,1.5383564504683068e-05,4.678825025078415e-08,0.0001737730371003311,0.9921012969078522,0.006754601975536816,0.9921014672272277,0.00018951071317357965,0.0,0.006763016727599158,0.18788944571806526,-0.02426953961952622,9.185819418318564
5,0.9896318317964595,1.6190063291507674e-05,1.7833396518499543e-05,0.00023828784528439131,1.6235228753072747e-09,0.0001776377421999569,0.9896318317964595,0.005604733513794878,0.9896312728359906,0.00018734770955741275,0.0,0.00559813226091066,0.18442913711202197,-0.02301464820243211,9.185819418318564
5,0.9349289042794355,3.048510329707458e-05,0.00011461625850724767,0.015720897614129307,0.0,0.0016029993996535192,0.9349289042794355,0.049442673147656824,0.9349285680903439,0.0001659695373914739,0.0,0.04943989913809421,0.19977464089253472,-0.024710463756146432,9.185819418318564
5,0.9102871413636163,8.378067223726768e-05,0.0006649632937708353,0.015515628245205838,4.8363411642907036e-08,5.643260622140476e-06,0.9102871413636163,0.061326448811557376,0.9102873976640287,0.00011012139256073102,0.0,0.0613163423895835,0.2242769096387983,-0.03284997985320218,9.185819418318564
5,0.9891298603918424,0.002333211979474271,0.012867620191546608,0.0002595308810436405,4.706721792076536e-08,0.0001737730371003311,0.9891298603918424,0.019694462296737117,0.9891306750981412,0.00010998603721659402,0.0,0.01970351095239442,0.20892278494739205,-0.03122389257765039,9.185819418318564
